"City","Country","Population"
"Bama","Nigeria",118121
"Bauchi","Nigeria",316149
"Makurdi","Nigeria",292645
"Oturkpo","Nigeria",68220
"Onitsha","Nigeria",73374
"Awka","Nigeria",500000
"Enugu","Nigeria",688862
"Biu","Nigeria",95005
"Owerri","Nigeria",215038
"Calabar","Nigeria",461796
"Sapele","Nigeria",309162
"Opobo","Nigeria",34911
"Aba","Nigeria",897560
"Umuahia","Nigeria",264662
"Warri","Nigeria",830106
"Bida","Nigeria",173849
"Kumo","Nigeria",35712
"Azare","Nigeria",105687
"Gashua","Nigeria",125817
"Yola","Nigeria",96006
"Nguru","Nigeria",111014
"Jalingo","Nigeria",117757
"Numan","Nigeria",77617
"Birnin Kebbi","Nigeria",108164
"Managua","Nicaragua",920000
"San Juan de Nicaragua","Nicaragua",1000
"San Juan del Sur","Nicaragua",7790
"San Carlos","Nicaragua",13451
"Juigalpa","Nicaragua",54731
"Boaco","Nicaragua",29046
"Granada","Nicaragua",105219
"Puerto Cabezas","Nicaragua",43001
"Jinotepe","Nicaragua",29507
"Jinotega","Nicaragua",51073
"Leon","Nicaragua",164441
"Esteli","Nicaragua",107839
"Somoto","Nicaragua",20316
"Chinandega","Nicaragua",139023
"Ocotal","Nicaragua",33928
"Masaya","Nicaragua",130113
"Bluefields","Nicaragua",44373
"Rivas","Nicaragua",31941
"Matagalpa","Nicaragua",109089
"Maastricht","Netherlands",122378
"Amsterdam","Netherlands",1031000
"The Hague","Netherlands",1406000
"Haarlem","Netherlands",349957
"Groningen","Netherlands",216688
"Middelburg","Netherlands",46485
"Arnhem","Netherlands",141674
"Assen","Netherlands",62237
"'s-Hertogenbosch","Netherlands",134520
"Zwolle","Netherlands",111805
"Utrecht","Netherlands",640000
"Leeuwarden","Netherlands",125778
"Rotterdam","Netherlands",1005000
"Eindhoven","Netherlands",398053
"Tromso","Norway",52436
"Molde","Norway",18594
"Vossavangen","Norway",5571
"Oslo","Norway",835000
"Lillehammer","Norway",19542
"Baerum","Norway",113659
"Stavanger","Norway",173132
"Leikanger","Norway",1965
"Kristiansand","Norway",63814
"Bergen","Norway",213585
"Skien","Norway",73330
"Arendal","Norway",30916
"Hamar","Norway",29479
"Tonsberg","Norway",38914
"Drammen","Norway",90722
"Bodo","Norway",34073
"Haugesund","Norway",40321
"Svolvaer","Norway",4197
"Narvik","Norway",20000
"Alesund","Norway",47772
"Hammerfest","Norway",10000
"Harstad","Norway",19433
"Finnsnes","Norway",3907
"Alta","Norway",12077
"Kirkenes","Norway",3282
"Sandnes","Norway",46911
"Gjovik","Norway",22719
"Mo i Rana","Norway",20409
"Moss","Norway",36901
"Vadso","Norway",5139
"Rorvik","Norway",2615
"Namsos","Norway",9035
"Trondheim","Norway",147139
"Steinkjer","Norway",11274
"Jumla","Nepal",9073
"Salyan","Nepal",15000
"Kathmandu","Nepal",895000
"Bhairawa","Nepal",63367
"Pokhara","Nepal",200000
"Nepalganj","Nepal",64400
"Hetauda","Nepal",232334
"Dandeldhura","Nepal",19014
"Baglung","Nepal",23296
"Ramechhap","Nepal",15000
"Lalitpur","Nepal",337785
"Biratnagar","Nepal",182324
"Rajbiraj","Nepal",33061
"Bhimphedi","Nepal",15000
"Ilam","Nepal",17491
"Dhangarhi","Nepal",92294
"Birganj","Nepal",133238
"Masterton","New Zealand",20200
"Gore","New Zealand",9750
"Te Anau","New Zealand",1857
"Invercargill","New Zealand",49200
"Ashburton","New Zealand",17700
"Timaru","New Zealand",27200
"Kaikoura","New Zealand",2172
"Christchurch","New Zealand",363200
"Queenstown","New Zealand",16600
"Porirua","New Zealand",52500
"Wanaka","New Zealand",5037
"Nelson","New Zealand",60800
"Picton","New Zealand",2928
"Hamilton","New Zealand",148200
"Dunedin","New Zealand",117700
"Thames","New Zealand",6756
"Lower Hutt","New Zealand",102400
"Palmerston North","New Zealand",82400
"Wanganui","New Zealand",43200
"Westport","New Zealand",3900
"Hokitika","New Zealand",3078
"Greymouth","New Zealand",10100
"Paraparaumu","New Zealand",25263
"Wellington","New Zealand",393400
"Upper Hutt","New Zealand",39200
"Levin","New Zealand",19550
"Rotorua","New Zealand",56200
"Tauranga","New Zealand",121500
"Waitangi","New Zealand",300
"Taupo","New Zealand",22600
"Whakatane","New Zealand",18700
"Kerikeri","New Zealand",5856
"Whangarei","New Zealand",52200
"Pukekohe","New Zealand",26300
"Auckland","New Zealand",1377200
"Waitakere","New Zealand",208100
"Cambridge","New Zealand",15192
"Kaitaia","New Zealand",5202
"Gisborne","New Zealand",34300
"Turangi","New Zealand",3240
"Tokoroa","New Zealand",13350
"Manukau","New Zealand",375600
"Napier","New Zealand",57800
"North Shore","New Zealand",205605
"Oban","New Zealand",310
"New Plymouth","New Zealand",52500
"Hawera","New Zealand",11100
"Kaiapoi","New Zealand",10200
"Mirbat","Oman",1120
"Nizwa","Oman",72076
"Salalah","Oman",203877
"Muscat","Oman",734697
"Suhar","Oman",151349
"Alayat Samail","Oman",47718
"Ibri","Oman",101640
"As Sib","Oman",237816
"Dawwah","Oman",2000
"Balboa","Panama",62882
"Panama City","Panama",1281000
"Colon","Panama",204000
"Jaque","Panama",1357
"La Palma","Panama",1845
"Penonome","Panama",28766
"David","Panama",110037
"Puerto Armuelles","Panama",27147
"Santiago","Panama",45955
"Las Tablas","Panama",11358
"Chitre","Panama",44082
"Bocas del Toro","Panama",9883
"Almirante","Panama",8114
"El Porvenir","Panama",10
"Trujillo","Peru",765171
"Lima","Peru",8012000
"Abancay","Peru",55111
"Nuevo Rocafuerte","Peru",40
"Arequipa","Peru",815000
"Huaura","Peru",40400
"Tournavista","Peru",511
"Jaen","Peru",52493
"Huamachuco","Peru",30835
"Chiclayo","Peru",596792
"Motupe","Peru",13681
"Lamas","Peru",13693
"Juanjui","Peru",37715
"Olmos","Peru",9800
"Moyobamba","Peru",47734
"Tarapoto","Peru",936
"Chulucanas","Peru",68835
"Huaraz","Peru",86934
"Chota","Peru",14240
"Callao","Peru",876877
"Tarma","Peru",51350
"Ilave","Peru",16033
"Puno","Peru",116552
"Urubamba","Peru",7540
"La Oroya","Peru",33345
"San Ramon","Peru",14708
"Cerro de Pasco","Peru",137232
"Jauja","Peru",21057
"Cajamarca","Peru",142665
"Satipo","Peru",15532
"Ilo","Peru",53476
"Gueppi","Peru",10
"Otuzco","Peru",10134
"Moquegua","Peru",54517
"Andoas","Peru",10
"Salaverry","Peru",10066
"Pativilca","Peru",31905
"Soldado Bartra","Peru",10
"Puca Urco","Peru",10
"Tumbes","Peru",109223
"Ica","Peru",279420
"Sullana","Peru",160789
"Cusco","Peru",361182
"Santo Tomas","Peru",4134
"Puquio","Peru",10491
"Juliaca","Peru",245675
"Huancayo","Peru",412733
"Piura","Peru",396932
"Paita","Peru",56151
"Tingo Maria","Peru",53177
"Huanuco","Peru",158145
"Sicuani","Peru",33575
"Desaguadero","Peru",5329
"Cajabamba","Peru",13486
"Putina","Peru",8118
"Pacasmayo","Peru",39282
"Caballococha","Peru",3195
"Tocache","Peru",29029
"Pucallpa","Peru",310750
"Junin","Peru",15320
"Camana","Peru",20956
"Chincha Alta","Peru",153076
"Nauta","Peru",2500
"Iquitos","Peru",458729
"Puerto Maldonado","Peru",67155
"Requena","Peru",18000
"Casma","Peru",30000
"Ayaviri","Peru",19310
"Chosica","Peru",88606
"Ayacucho","Peru",166314
"Huancavelica","Peru",44388
"Huanta","Peru",18627
"Chilca","Peru",12884
"Chancay","Peru",26958
"Chimbote","Peru",349846
"Nasca","Peru",23556
"Mollendo","Peru",49033
"Huarmey","Peru",16172
"Santiago","Peru",10449
"Coracora","Peru",7420
"Pimentel","Peru",15552
"Ferrenafe","Peru",50184
"Talara","Peru",99074
"Sechura","Peru",23020
"Pisco","Peru",81207
"Contamana","Peru",18921
"Chachapoyas","Peru",25978
"Huacho","Peru",80474
"Tacna","Peru",280098
"Papeete","French Polynesia",131695
"Port Moresby","Papua New Guinea",283733
"Kieta","Papua New Guinea",6958
"Sohano","Papua New Guinea",2338
"Wewak","Papua New Guinea",25143
"Kavieng","Papua New Guinea",19728
"Lorengau","Papua New Guinea",5806
"Hoskins","Papua New Guinea",871
"Abau","Papua New Guinea",230
"Kimbe","Papua New Guinea",18847
"Alotau","Papua New Guinea",11624
"Daru","Papua New Guinea",15214
"Mt. Hagen","Papua New Guinea",59064
"Lae","Papua New Guinea",131052
"Goroka","Papua New Guinea",39699
"Madang","Papua New Guinea",62023
"Arawa","Papua New Guinea",40266
"Kerema","Papua New Guinea",5646
"Vanimo","Papua New Guinea",11204
"Rabaul","Papua New Guinea",8074
"Popondetta","Papua New Guinea",28198
"Wabag","Papua New Guinea",3958
"Mendi","Papua New Guinea",26252
"Kundiawa","Papua New Guinea",9383
"Ozamis","Philippines",97806
"Laoag","Philippines",207048
"Cadiz","Philippines",283157
"Calbayog","Philippines",67921
"Gingoog","Philippines",218
"Tagum","Philippines",6726
"Roxas","Philippines",102688
"San Pablo","Philippines",240830
"San Carlos","Philippines",6353
"Cabanatuan","Philippines",220250
"Baguio City","Philippines",447824
"Manila","Philippines",11100000
"Batangas","Philippines",424508
"Angeles","Philippines",314493
"Bacolod","Philippines",949354
"Butuan","Philippines",190557
"Cagayan de Oro","Philippines",1121561
"Cebu","Philippines",815000
"Cotabato","Philippines",279519
"Dagupan","Philippines",163676
"Davao","Philippines",1402000
"General Santos","Philippines",950530
"Iligan","Philippines",464599
"Iloilo","Philippines",387681
"Legazpi","Philippines",320081
"Naga","Philippines",741635
"Olongapo","Philippines",304388
"Ormac","Philippines",167584
"Pagadian","Philippines",159590
"Pasay City","Philippines",403064
"Puerto Princesa","Philippines",157144
"Quezon City","Philippines",2761720
"Surigao","Philippines",87832
"Tacloban","Philippines",280006
"Tarlac","Philippines",183930
"Tuguegarao","Philippines",115105
"Vigan","Philippines",48545
"Zamboanga","Philippines",773000
"Karachi","Pakistan",12130000
"Gilgit","Pakistan",216760
"Chaman","Pakistan",88568
"Turbat","Pakistan",147791
"Islamabad","Pakistan",780000
"Zhob","Pakistan",88356
"Quetta","Pakistan",768000
"Hyderabad","Pakistan",1459000
"Mardan","Pakistan",300424
"Saidu","Pakistan",1860310
"Jhang","Pakistan",341210
"Kasur","Pakistan",290643
"Lahore","Pakistan",6577000
"Nawabshah","Pakistan",229504
"Chiniot","Pakistan",201781
"Bannu","Pakistan",622419
"Sadiqabad","Pakistan",189876
"Sukkur","Pakistan",417767
"Peshawar","Pakistan",1303000
"Bahawalpur","Pakistan",552607
"Sargodha","Pakistan",542603
"Dera Ismail Khan","Pakistan",101616
"Kundian","Pakistan",35406
"Gwadar","Pakistan",51901
"Parachinar","Pakistan",55685
"Larkana","Pakistan",364033
"Kohat","Pakistan",343027
"Rahim Yar Khan","Pakistan",353203
"Mirput Khas","Pakistan",356435
"Dera Ghazi Khan","Pakistan",236093
"Gujranwala","Pakistan",1513000
"Rawalpindi","Pakistan",1858000
"Gujrat","Pakistan",301506
"Sialkote","Pakistan",477396
"Mansehra","Pakistan",66486
"Abbottabad","Pakistan",1183647
"Multan","Pakistan",1522000
"Sheikhu Pura","Pakistan",361303
"Sahiwal","Pakistan",235695
"Okara","Pakistan",223648
"Faisalabad","Pakistan",2617000
"Lodz","Poland",758000
"Lublin","Poland",360044
"Wroclaw","Poland",634893
"Bialystok","Poland",291855
"Poznan","Poland",623997
"Zielona Gora","Poland",118433
"Bydgoszcz","Poland",366452
"Szczecin","Poland",407811
"Gdansk","Poland",740000
"Olsztyn","Poland",186670
"Katowice","Poland",2746000
"Rzeszow","Poland",245686
"Krakow","Poland",756000
"Opole","Poland",131412
"Kielce","Poland",215733
"Gdynia","Poland",314664
"Grudziadz","Poland",102443
"Inowroclaw","Poland",79007
"Gliwice","Poland",507670
"Bytom","Poland",662247
"Warsaw","Poland",1707000
"Elblag","Poland",127558
"Elk","Poland",55769
"Koszalin","Poland",107450
"Funchal","Portugal",204767
"Setubal","Portugal",117974
"Lisbon","Portugal",2812000
"Evora","Portugal",55620
"Angra do Heroismo","Portugal",12045
"Santarem","Portugal",29385
"Horta","Portugal",6611
"Ponta Delgada","Portugal",61526
"Porto","Portugal",1337000
"Faro","Portugal",41355
"Vila Real","Portugal",17001
"Aveiro","Portugal",54162
"Guarda","Portugal",32111
"Viseu","Portugal",26364
"Braganca","Portugal",34375
"Viana Do Castelo","Portugal",15555
"Braga","Portugal",826833
"Beja","Portugal",35854
"Castelo Branco","Portugal",33479
"Portalegre","Portugal",15581
"Coimbra","Portugal",106582
"Leiria","Portugal",45112
"Covilha","Portugal",24828
"Portimao","Portugal",61226
"Koror","Palau",11200
"Melekeok","Palau",7026
"La Victoria","Paraguay",5000
"General Eugenio Alejandrino Garay","Paraguay",972
"Bella Vista","Paraguay",16852
"Nacunday","Paraguay",1250
"Mariscal Estigarribia","Paraguay",2500
"Horqueta","Paraguay",16171
"Capitan Pablo Lagerenza","Paraguay",1200
"Pozo Colorado","Paraguay",2135
"Belen","Paraguay",11359
"Fuerte Olimpo","Paraguay",2475
"Abai","Paraguay",3024
"Caazapa","Paraguay",5504
"Concepcion","Paraguay",59118
"Caacupe","Paraguay",21696
"Villarrica","Paraguay",41157
"Pedro Juan Caballero","Paraguay",102787
"Encarnacion","Paraguay",357119
"Coronel Oviedo","Paraguay",88101
"Ciudad del Este","Paraguay",320872
"San Juan Bautista","Paraguay",7882
"Pilar","Paraguay",28435
"Paraguari","Paraguay",18881
"Villa Hayes","Paraguay",15643
"San Pedro","Paraguay",9360
"Ype Jhu","Paraguay",600
"Filadelfia","Paraguay",10470
"Asuncion","Paraguay",1870000
"Puerto Pinasco","Paraguay",500
"San Lorenzo","Paraguay",500000
"Ita","Paraguay",41090
"Hohenau","Paraguay",5306
"Ypacarai","Paraguay",30150
"Rosario","Paraguay",5123
"Coronel Bogado","Paraguay",14297
"Ygatimi","Paraguay",2809
"Arroyos y Esteros","Paraguay",3055
"Doha","Qatar",1450000
"St.-Benoit","Reunion",35310
"St.-Denis","Reunion",190047
"Drobeta-Turnu Severin","Romania",106578
"Braila","Romania",213569
"Oradea","Romania",213830
"Timisoara","Romania",315053
"Resita","Romania",83324
"Calarasi","Romania",73224
"Arad","Romania",169065
"Alexandria","Romania",49346
"Slobozia","Romania",52693
"Baia Mare","Romania",136553
"Tulcea","Romania",92475
"Ploiesti","Romania",232542
"Piatra-Neamt","Romania",102688
"Suceava","Romania",105796
"Botosani","Romania",114783
"Constanta","Romania",303399
"Buzau","Romania",130954
"Galati","Romania",311156
"Vaslui","Romania",69225
"Sfintu-Gheorghe","Romania",60677
"Bacau","Romania",199668
"Focsani","Romania",105112
"Bucharest","Romania",1942000
"Brasov","Romania",311044
"Pitesti","Romania",171021
"Tirgu Mures","Romania",149433
"Deva","Romania",67802
"Cluj-Napoca","Romania",316748
"Rimnicu Vilcea","Romania",107558
"Sibiu","Romania",155565
"Targu Jiu","Romania",97179
"Alba Lulia","Romania",66085
"Giurgiu","Romania",69067
"Zalau","Romania",63232
"Craiova","Romania",304142
"Targoviste","Romania",88435
"Bistrita","Romania",81318
"Satu Mare","Romania",112490
"Slatina","Romania",78988
"Miercurea Cuic","Romania",42029
"Iasi","Romania",325914
"Belgrade","Serbia",1099000
"Nis","Serbia",250000
"Subotica","Serbia",100000
"Zrenjanin","Serbia",64053
"Kragujevac","Serbia",171197
"Novi Sad","Serbia",225457
"Cacak","Serbia",170000
"Volgodonsk","Russia",167731
"Saskylakh","Russia",1920
"Polevskoy","Russia",65770
"Saranpaul","Russia",2985
"Severnyy","Russia",11562
"Pervouralsk","Russia",133600
"Novy Port","Russia",1790
"Pugachev","Russia",26690
"Numto","Russia",10
"Novy Urengoy","Russia",94212
"Novyy Uoyin","Russia",4184
"Nizhny Novgorod","Russia",1278000
"Miass","Russia",167500
"Omsk","Russia",1135000
"Naltchik","Russia",307866
"Mirnyy","Russia",40308
"Monchegorsk","Russia",49868
"Nyagan","Russia",52137
"Maykop","Russia",158451
"Kirensk","Russia",13308
"Kolpino","Russia",225801
"Khorgo","Russia",10
"Kislovodsk","Russia",132771
"Guryevsk","Russia",38757
"Ivdel","Russia",19379
"Gusinoozyorsk","Russia",24083
"Kamenka","Russia",16560
"Kargat","Russia",10881
"Kasimov","Russia",36663
"Kolomna","Russia",147690
"Khanty Mansiysk","Russia",67800
"Dimitrovgrad","Russia",132226
"Cheremkhovo","Russia",57395
"Gornyak","Russia",15668
"Blagodarnyy","Russia",35995
"Bodaybo","Russia",15933
"Biysk","Russia",215430
"Abakan","Russia",167289
"Angarsk","Russia",243158
"Birsk","Russia",41014
"Pskov","Russia",201990
"Smolensk","Russia",320991
"Put Lenina","Russia",298
"Kemerovo","Russia",477090
"Kolpashevo","Russia",27876
"Polyarnyy","Russia",19200
"St. Petersburg","Russia",4553000
"Pyatigorsk","Russia",142865
"Nefteyugansk","Russia",112632
"Chernogorsk","Russia",71582
"Lensk","Russia",25589
"Krasnoarmeysk","Russia",25841
"Saratov","Russia",843000
"Shira","Russia",9358
"Solnechnogorsk","Russia",58891
"Irkutsk","Russia",586695
"Noyabrsk","Russia",110572
"Yurga","Russia",84220
"Zelenokumsk","Russia",41306
"Olenek","Russia",10
"Salekhard","Russia",38025
"Borovichi","Russia",57887
"Kaluga","Russia",338978
"Izhevsk","Russia",631038
"Volsk","Russia",70500
"Cherepovets","Russia",311850
"Pallasovka","Russia",17139
"Peregrebnoye","Russia",10
"Tyumen","Russia",519119
"Toguchin","Russia",21886
"Nadym","Russia",46339
"Matochkin Shar","Russia",10
"Kurtamysh","Russia",17936
"Barnaul","Russia",599579
"Kimry","Russia",52070
"Elista","Russia",106971
"Gorno Altaysk","Russia",59868
"Surgut","Russia",400000
"Cheboksary","Russia",446781
"Mariinsk","Russia",43122
"Safonovo","Russia",46637
"Sayanogorsk","Russia",55642
"Roslavl","Russia",56971
"Rubtsovsk","Russia",161065
"Slyudyanka","Russia",18809
"Laryak","Russia",10
"Abaza","Russia",18094
"Velikiy Novgorod","Russia",218717
"Klin","Russia",80778
"Bagdarin","Russia",4676
"Kovrov","Russia",154224
"Sokol","Russia",42174
"Engels","Russia",196011
"Gatchina","Russia",90486
"Nizhnyaya Tura","Russia",56084
"Mundybash","Russia",5870
"Prokopyevsk","Russia",275615
"Kiselevsk","Russia",104000
"Novokuznetsk","Russia",539616
"Luga","Russia",40114
"Moscow","Russia",10452000
"Slavgorod","Russia",34141
"Kulunda","Russia",15345
"Krasnoturinsk","Russia",64878
"Vladikavkaz","Russia",364630
"Amderma","Russia",282
"Varnek","Russia",10
"Leninsk Kuznetsky","Russia",109023
"Mozdok","Russia",45702
"Tashtagol","Russia",22779
"Megion","Russia",48691
"Balashov","Russia",98107
"Zima","Russia",60239
"Samara","Russia",1137000
"Vyazma","Russia",55500
"Igrim","Russia",9545
"Norilsk","Russia",165873
"Belebey","Russia",62582
"Kalachinsk","Russia",24059
"Vologda","Russia",294889
"Orenburg","Russia",550204
"Vyborg","Russia",117201
"Svetogorsk","Russia",30115
"Cherlak","Russia",12122
"Mezen","Russia",3672
"Buzuluk","Russia",87714
"Kupina","Russia",16333
"Karasuk","Russia",28589
"Saransk","Russia",303394
"Barabinsk","Russia",31508
"Bukachacha","Russia",3372
"Alatyr","Russia",46427
"Shilka","Russia",14132
"Sherlovaya Gora","Russia",411
"Nerchinsk","Russia",15360
"Olovyannaya","Russia",8247
"Borzya","Russia",30421
"Bugulma","Russia",91900
"Strezhevoy","Russia",44784
"Nizhenvartovsk","Russia",244937
"Anzhero Sudzhensk","Russia",83692
"Rayevskiy","Russia",20060
"Chita","Russia",308500
"Artemovskiy","Russia",44689
"Ryazan","Russia",520173
"Bezhetsk","Russia",34736
"Novomoskovsk","Russia",130982
"Zheleznogorsk","Russia",97900
"Alapayevsk","Russia",44000
"Starsy Oskol","Russia",226977
"Rostov","Russia",33803
"Gubkin","Russia",272
"Kumertau","Russia",65321
"Oktyabrskiy","Russia",108200
"Zheleznogorsk Ilimskiy","Russia",28456
"Noginsk","Russia",229731
"Staraya Russa","Russia",34303
"Tikhvin","Russia",62075
"Asbest","Russia",81248
"Yoshkar Ola","Russia",324406
"Ufa","Russia",1018000
"Krasnokamensk","Russia",54316
"Orsk","Russia",246836
"Novotroitsk","Russia",106186
"Bologoye","Russia",25142
"Mikhaylovka","Russia",58898
"Novozybkov","Russia",43534
"Chapayevsk","Russia",107164
"Novokuybishevsk","Russia",152334
"Tavda","Russia",39480
"Michurinsk","Russia",93499
"Serov","Russia",98438
"Alekseyevka","Russia",39848
"Valuyki","Russia",35887
"Tuymazy","Russia",68829
"Lgov","Russia",23500
"Rybinsk","Russia",216724
"Uglich","Russia",37732
"Slantsy","Russia",36209
"Vyska","Russia",61664
"Armavir","Russia",199548
"Stavropol","Russia",363064
"Bryansk","Russia",427236
"Kropotkin","Russia",79599
"Shchekino","Russia",86088
"Derbent","Russia",105965
"Nikolayevsk","Russia",16044
"Tula","Russia",489486
"Murom","Russia",131287
"Plast","Russia",17050
"Kamyshin","Russia",128626
"Syzran","Russia",189338
"Kuznetsk","Russia",95574
"Gelendzhik","Russia",55508
"Sharya","Russia",35532
"Murmansk","Russia",319263
"Isikul","Russia",21136
"Frolovo","Russia",40882
"Severomorsk","Russia",53921
"Dzerzhinsk","Russia",256537
"Yalutorovsk","Russia",35892
"Uryupinsk","Russia",41644
"Golyshmanovo","Russia",13424
"Nazyvayevsk","Russia",12284
"Tatarsk","Russia",25150
"Sarapul","Russia",101344
"Tayshet","Russia",52184
"Nevinnomyssk","Russia",134380
"Velikiye Luki","Russia",103149
"Nizhnekamsk","Russia",234297
"Kirov","Russia",39319
"Dyatkovo","Russia",33527
"Tara","Russia",26986
"Borisoglebsk","Russia",68597
"Klintsy","Russia",66336
"Mozhga","Russia",47270
"Rzhev","Russia",63414
"Naberezhnyye Chelny","Russia",461086
"Vichuga","Russia",39071
"Mtsensk","Russia",47609
"Kanash","Russia",49886
"Topki","Russia",24672
"Shuya","Russia",60705
"Torzhok","Russia",48546
"Biryusinsk","Russia",9583
"Otradnyy","Russia",50127
"Serpukhov","Russia",135584
"Balakovo","Russia",199572
"Atkarsk","Russia",27554
"Kirovo-Chepetsk","Russia",90252
"Kirov","Russia",457437
"Serdobsk","Russia",36652
"Aleksin","Russia",66885
"Shumerlya","Russia",35230
"Yefremov","Russia",45497
"Buynaksk","Russia",75800
"Kaspiysk","Russia",81752
"Makhachkala","Russia",554981
"Yaroslavl","Russia",606730
"Sovetsk","Russia",17869
